SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.239,-0.404,-1.734,0.106,-0.45,0.05,-1.967,0.195,-1.835,-0.112
1,-1.436,0.009,-1.734,0.108,-0.286,0.116,-1.967,0.195,-2.685,-0.112
1,-0.972,-0.556,-0.901,0.108,-0.052,0.05,-2.75,0.257,-2.685,-0.112
1,0.239,0.533,-0.901,0.144,-0.003,0.116,-1.967,0.195,-1.835,-0.112
1,0.239,-0.404,-0.901,-0.403,-0.003,0.116,-1.967,-0.07,-1.835,-0.112
1,1.27,-0.13,-0.901,0.144,0.335,0.116,-1.967,-0.07,-1.835,-0.433
1,0.979,1.172,-1.734,0.144,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,0.979,0.992,-0.901,0.144,0.335,0.116,-1.967,0.195,-1.835,-0.112
1,1.602,1.172,-0.901,0.106,-0.087,0.116,-1.967,0.195,-1.835,-0.112
1,0.709,-0.213,-0.901,0.144,0.082,0.05,-1.967,0.195,-1.835,-0.433
1,0.976,-0.13,-0.901,0.108,-0.286,0.116,-1.967,-0.07,-1.835,-0.192
0,0.976,1.172,-2.679,0.106,-0.45,0.116,-2.75,0.195,-2.685,-0.112
1,1.602,0.009,-0.901,0.108,-0.286,0.116,-1.967,0.195,-1.835,-0.192
1,-0.305,-0.213,-0.901,0.108,0.411,0.116,-1.967,0.195,-1.835,-0.731
1,-0.305,-0.13,-0.901,0.108,-0.286,0.116,-1.967,0.195,-1.835,-0.433
1,1.521,0.992,-0.901,0.144,0.335,0.116,-1.967,0.195,-1.835,-0.112
1,0.976,1.172,-0.901,0.149,-0.003,0.116,-1.967,0.257,-1.835,-0.112
1,0.709,0.533,-0.901,0.108,-0.003,0.116,-1.967,0.195,-1.835,-0.112
1,0.979,-0.556,-0.901,0.108,0.082,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.436,0.533,-0.901,0.149,0.27,-0.13,-2.75,0.257,-1.835,-0.192
1,-0.972,-0.213,-0.901,0.108,-0.003,-0.13,-1.967,0.195,-1.835,-0.112
1,0.239,1.172,-0.901,-0.403,-0.286,0.116,-1.967,-0.07,-1.835,-0.192
1,0.976,0.533,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,1.521,0.533,-0.901,0.106,0.27,0.116,-1.967,-0.07,-1.835,-0.192
1,1.521,0.992,-0.901,0.149,0.335,0.116,-1.967,0.195,-1.835,-0.112
1,0.709,0.533,-0.901,0.144,-0.16,0.116,-1.967,0.195,-1.835,-0.112
1,-0.305,-0.213,-0.901,0.106,0.27,0.116,-1.967,-0.646,-1.835,-0.112
1,1.521,0.009,-0.901,0.144,0.082,0.116,-1.967,0.195,-1.835,-0.112
1,0.976,1.172,-0.901,0.149,-0.003,0.116,-1.967,0.195,-1.835,-0.192
1,0.709,-0.284,-0.901,-0.403,-0.16,0.116,-1.967,-0.07,-1.835,-0.433
1,0.709,0.992,-0.901,-0.403,-0.052,0.05,-1.967,0.195,-1.835,-0.192
1,0.709,0.302,-0.901,0.108,-0.052,0.116,-1.967,0.257,-1.835,-0.433
1,1.602,1.172,-0.901,0.144,-0.003,0.116,-1.967,-0.07,-1.835,-0.112
1,1.521,0.992,-0.901,0.149,0.335,0.116,-1.967,0.195,-2.685,-0.192
1,1.521,-0.284,-0.901,0.106,-0.45,0.05,-1.967,0.195,-1.835,-0.112
1,-0.972,-0.213,-0.901,-0.403,-0.003,0.116,-1.967,0.257,-1.835,-0.433
1,-1.436,-0.404,-0.901,0.149,0.082,-1.03,-2.75,0.257,-1.835,-0.293
1,0.709,-0.404,-0.901,-0.403,-0.052,0.05,-1.967,0.195,-1.835,-0.293
1,1.521,-0.404,-0.901,0.144,-0.286,0.05,-1.967,0.257,-1.835,-0.112
0,-0.972,-0.404,-1.734,0.106,-0.45,0.116,-3.104,0.195,-1.835,-0.112
1,1.521,0.302,-1.734,0.108,0.27,0.116,-1.967,-0.07,-1.835,-0.112
1,0.239,-0.213,-0.901,-0.403,0.082,0.116,-1.967,-0.07,-1.835,-0.433
1,1.602,-0.13,-0.901,0.144,0.082,0.116,-1.967,-0.07,-1.835,-0.293
1,1.27,0.992,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,0.979,0.533,-0.901,-0.403,-0.052,0.116,-1.967,0.257,-1.835,-0.112
1,-0.305,1.172,-0.901,0.149,0.411,0.116,-1.967,0.257,-1.835,-0.112
1,-1.436,-0.284,-0.901,-0.403,-0.003,0.116,-1.967,0.195,-1.835,-0.433
1,1.521,0.302,-0.901,0.108,-0.052,0.116,-1.967,0.195,-1.835,-0.112
1,-0.972,1.172,-0.901,0.144,-0.286,0.05,-1.967,0.257,-1.835,-0.112
1,-0.972,-0.213,-1.734,-0.403,-0.45,0.116,-1.967,0.257,-1.835,-0.112
1,0.979,0.302,-0.901,-0.403,-0.16,0.116,-1.967,0.195,-1.835,-0.192
1,-0.305,-0.284,-0.901,0.108,0.082,0.116,-1.967,-0.07,-1.835,-0.192
1,0.239,0.302,-0.901,-0.403,-0.16,0.116,-1.967,-0.07,-1.835,-0.293
1,0.239,-0.13,-1.734,-0.403,-0.003,0.116,-1.967,0.195,-1.835,-0.433
1,0.976,0.533,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,1.602,0.533,-0.901,0.144,-0.16,0.116,-1.967,0.195,-1.835,-0.112
1,-0.305,-0.556,-0.901,0.108,0.082,0.116,-1.967,0.257,-1.835,-0.192
1,1.27,-0.213,-0.901,0.144,0.082,0.116,-1.967,0.195,-1.835,-0.112
1,-1.436,-0.404,-0.901,0.149,0.335,0.05,-1.967,0.257,-1.835,-0.112
1,0.239,0.302,-0.901,-0.403,-0.052,0.116,-1.967,0.195,-1.835,-0.112
1,1.521,-0.213,-1.734,0.144,0.082,0.116,-1.967,0.195,-1.835,-0.112
1,1.27,-0.284,-0.901,0.144,-0.16,0.116,-1.967,0.195,-1.835,-0.112
1,1.602,-0.284,-1.734,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.293
1,1.27,1.172,-0.901,0.149,-0.052,-0.385,-1.967,0.257,-1.835,-0.112
1,1.521,0.533,-0.901,0.144,-0.052,0.116,-1.967,0.257,-1.835,-0.293
0,0.979,-0.213,-0.901,0.108,-0.286,0.116,-1.967,0.195,-1.835,-0.112
1,0.239,0.302,-0.901,0.108,-0.003,0.116,-1.967,0.195,-1.835,-0.112
1,-1.436,-0.13,-0.901,-0.403,-0.16,0.116,-1.967,0.195,-1.835,-0.112
1,0.239,-0.404,-0.901,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.192
0,0.239,0.533,-1.734,0.108,-0.286,0.116,-1.967,0.195,-1.835,-0.192
1,0.709,-0.213,-0.901,0.149,-0.003,0.116,-1.967,0.257,-1.835,-0.433
1,1.602,0.009,-0.901,0.149,0.335,0.116,-1.967,0.257,-1.835,-0.112
1,0.239,-0.213,-0.901,0.144,-0.16,0.116,-1.967,0.257,-1.835,-0.433
1,0.979,0.533,-0.901,0.108,-0.003,0.116,-1.967,0.195,-1.835,-0.112
1,-1.436,-0.13,-0.901,0.144,0.082,0.116,-1.967,0.257,-1.835,-0.293
1,-0.972,0.009,-1.734,0.106,0.27,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.436,-0.213,-0.901,0.144,0.335,0.05,-1.967,-0.07,-1.835,-0.112
1,1.521,0.533,-0.901,0.149,0.411,0.05,-1.967,0.257,-1.835,-0.112
1,-0.972,-0.13,-1.734,-0.403,-0.286,0.116,-1.967,0.195,-2.685,-0.112
1,1.521,-0.284,-0.901,0.149,-0.286,0.116,-1.967,0.257,-1.835,-0.293
1,1.27,0.302,-0.901,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.112
1,0.239,0.302,-0.901,0.144,0.411,0.116,-1.967,-0.07,-1.835,-0.192
1,0.979,-0.13,-0.901,-0.403,-0.286,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.436,-0.404,-0.901,-0.403,0.082,0.116,-1.967,-0.646,-1.835,-0.293
1,1.27,0.533,-0.901,0.149,0.411,0.05,-1.967,0.195,-1.835,-0.112
1,1.602,0.009,-0.901,0.149,-0.16,0.116,-1.967,0.257,-1.835,-0.112
1,0.239,-0.213,-0.901,0.108,0.082,0.116,-1.967,0.195,-1.835,-0.293
1,1.27,-0.213,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,-1.436,-0.556,-0.901,0.144,-0.052,0.116,-1.967,0.257,-1.835,-0.112
1,0.979,0.992,-0.901,0.106,0.27,0.116,-1.967,-0.07,-1.835,-0.112
1,-0.972,0.009,-0.901,-0.403,-0.003,0.116,-1.967,-0.07,-1.835,-0.293
1,-0.305,-0.213,-0.901,0.108,0.411,0.116,-1.967,-0.07,-1.835,-0.433
1,0.239,0.992,-0.901,-0.403,-0.286,0.116,-1.967,0.195,-1.835,-0.112
0,1.27,-0.404,-1.734,0.149,-0.003,0.116,-1.967,0.257,-1.835,-0.112
1,0.976,1.172,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,0.709,1.172,-0.901,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.112
1,-0.972,-0.404,-0.901,0.108,-0.286,0.116,-2.75,0.195,-1.835,-0.112
1,-0.305,-0.284,-0.901,0.144,-0.003,0.05,-3.207,0.257,-2.685,-0.293
1,1.602,-0.213,-0.901,-0.403,0.335,0.116,-1.967,-0.646,-1.835,-0.293
1,0.979,1.172,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,-1.436,0.009,-0.901,0.144,0.411,0.116,-1.967,0.195,-1.835,-0.293
1,0.239,0.302,-0.901,-0.403,0.082,0.116,-1.967,-0.646,-1.835,-0.112
0,-1.436,-0.284,-0.901,0.144,-0.16,0.05,-1.967,0.195,-1.835,-0.112
1,0.709,0.533,-0.901,0.106,-0.45,0.05,-1.967,0.195,-1.835,-0.112
1,0.979,-0.284,-0.901,0.149,-0.003,0.116,-1.967,0.257,-1.835,-0.293
1,0.709,-0.213,-0.901,0.144,-0.16,0.05,-1.967,0.257,-1.835,-0.112
1,-0.972,-0.404,-0.901,0.149,-0.45,0.05,-1.967,0.257,-1.835,-0.112
1,0.976,0.533,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,0.709,-0.556,-0.901,0.149,-0.45,0.05,-1.967,0.257,-1.835,-0.112
1,1.521,0.302,-0.901,0.149,-0.16,0.116,-1.967,0.257,-1.835,-0.112
1,1.521,0.533,-0.901,0.144,0.27,0.116,-1.967,0.195,-1.835,-0.112
1,1.521,0.992,-0.901,0.106,0.27,0.116,-1.967,-0.646,-1.835,-0.112
1,0.976,0.992,-0.901,-0.403,-0.052,0.116,-1.967,0.257,-1.835,-0.192
1,0.709,0.302,-0.901,0.144,-0.052,0.05,-1.967,0.257,-1.835,-0.112
1,0.979,0.009,-0.901,0.106,0.27,0.05,-1.967,-0.07,-1.835,-0.112
0,-1.436,-0.13,-0.901,0.144,-0.45,0.116,-1.967,0.257,-1.835,-0.293
1,0.979,-0.213,-0.901,0.106,-0.45,0.05,-1.967,0.195,-1.835,-0.112
1,0.979,-0.213,-0.901,0.144,0.335,0.116,-1.967,0.195,-1.835,-0.112
1,0.239,-0.404,-0.901,0.144,-0.003,0.116,-1.967,0.257,-1.835,-0.433
1,1.521,1.172,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,1.602,-0.213,-0.901,0.144,0.335,0.116,-1.967,0.195,-1.835,-0.293
1,0.239,0.302,-0.901,-0.403,0.082,0.116,-1.967,0.195,-2.685,-0.192
1,-0.305,-0.556,-0.901,0.144,-0.286,0.116,-1.967,0.257,-1.835,-0.112
0,-1.436,-0.404,-0.901,0.149,-0.286,-0.13,-1.967,0.257,-1.835,-0.192
1,1.602,1.172,-0.901,0.144,-0.16,0.116,-1.967,0.195,-1.835,-0.112
1,1.602,0.302,-0.901,0.149,0.082,0.116,-1.967,0.257,-1.835,-0.112
1,0.709,0.009,-0.901,0.106,-0.45,0.116,-1.967,0.195,-2.685,-0.112
1,1.27,0.302,-0.901,0.108,0.27,0.116,-1.967,0.195,-1.835,-0.112
1,1.602,1.172,-0.901,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.112
1,0.979,0.992,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,0.239,-0.13,-0.901,0.144,-0.003,0.116,-1.967,0.195,-1.835,-0.293
1,-1.436,0.302,-0.901,0.144,0.411,0.116,-1.967,-0.07,-1.835,-0.293
1,-0.305,-0.404,-0.901,0.108,-0.286,0.116,-1.967,0.257,-1.835,-0.192
1,0.709,0.533,-0.901,0.108,0.411,0.116,-1.967,-0.07,-1.835,-0.293
1,0.979,1.172,-0.901,0.106,-0.087,-0.13,-1.967,0.257,-1.835,-0.112
1,0.976,0.992,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.192
1,1.27,-0.13,-0.901,0.144,0.335,0.116,-1.967,0.195,-1.835,-0.433
1,0.976,0.533,-0.901,0.108,0.082,0.116,-1.967,-0.07,-1.835,-0.112
1,0.976,-0.556,-0.901,-0.403,-0.16,0.116,-1.967,-0.07,-1.835,-0.293
0,0.239,-0.404,-0.901,-0.403,-0.286,0.116,-1.967,0.195,-1.835,-0.112
1,-0.972,-0.404,-0.901,-0.403,-0.286,0.116,-1.967,0.195,-1.835,-0.293
1,0.979,-0.404,-0.901,-0.403,-0.052,0.116,-1.967,-0.07,-1.835,-0.112
0,-1.436,-0.13,-0.901,0.106,-0.087,-0.13,-2.75,0.257,-2.685,-0.112
1,0.979,-0.213,-0.901,0.108,-0.286,0.116,-1.967,-0.07,-1.835,-0.293
1,1.602,0.992,-0.901,0.149,0.411,-0.385,-1.967,0.257,-1.835,-0.293
1,-0.972,-0.13,-0.901,0.108,0.411,0.116,-1.967,0.195,-1.835,-0.112
1,0.979,0.992,-0.901,0.108,-0.003,0.116,-1.967,0.195,-1.835,-0.293
1,0.709,-0.284,-0.901,-0.403,0.27,0.116,-1.967,-0.646,-1.835,-0.293
1,1.602,0.992,-0.901,0.106,-0.087,0.116,-1.967,0.257,-2.685,-0.112
1,1.521,-0.284,-0.901,0.144,0.411,0.116,-1.967,-0.646,-1.835,-0.112
1,1.27,0.992,-0.901,0.144,0.411,0.05,-1.967,0.195,-1.835,-0.293
1,-0.305,0.009,-1.734,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,0.976,0.533,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
0,-0.972,-0.213,-1.734,0.108,-0.286,-0.13,-2.75,0.195,-2.685,-0.433
1,0.976,0.009,-0.901,0.108,0.335,0.116,-1.967,-0.07,-1.835,-0.112
1,1.27,-0.213,-1.734,0.144,-0.16,0.116,-1.967,0.257,-1.835,-0.192
1,0.709,0.302,-0.901,0.108,0.335,0.116,-2.75,0.195,-1.835,-0.293
1,0.979,-0.13,-0.901,0.144,0.411,0.116,-1.967,0.257,-1.835,-0.112
0,-1.436,-0.556,-1.734,0.144,-0.087,0.05,-2.75,0.257,-2.685,-0.112
1,-1.436,-0.213,-0.901,0.106,0.27,0.116,-1.967,-0.07,-1.835,-0.433
1,-0.305,-0.556,-0.901,0.149,-0.45,-0.385,-1.967,0.257,-1.835,-0.112
1,0.709,-0.556,-0.901,0.108,-0.052,0.116,-1.967,0.257,-1.835,-0.112
1,1.27,-0.556,-0.901,0.149,0.082,0.116,-1.967,0.257,-1.835,-0.112
1,-0.972,0.533,-0.901,0.106,0.27,0.116,-1.967,-0.07,-1.835,-0.112
1,-0.305,-0.404,-1.734,-0.403,-0.286,0.116,-1.967,0.195,-1.835,-0.112
1,-1.436,-0.13,-0.901,0.108,-0.16,0.116,-1.967,-0.07,-1.835,-0.293
1,-0.305,-0.404,-0.901,-0.403,-0.003,0.116,-1.967,0.195,-1.835,-0.293
1,1.602,0.992,-0.901,0.149,-0.003,0.116,-1.967,0.257,-1.835,-0.433
1,-0.305,-0.13,-0.901,0.108,0.335,0.116,-1.967,0.195,-1.835,-0.192
1,1.521,1.172,-0.901,0.149,-0.286,0.116,-1.967,0.195,-1.835,-0.112
1,0.239,-0.284,-0.901,-0.403,-0.052,0.05,-1.967,0.195,-1.835,-0.112
1,0.976,-0.284,-0.901,-0.403,-0.45,0.116,-1.967,-0.07,-1.835,-0.112
1,1.27,-0.13,-0.901,0.108,0.27,0.116,-1.967,-0.646,-1.835,-0.293
1,0.976,-0.556,-1.734,-0.403,-0.087,0.05,-1.967,0.257,-1.835,-0.112
1,1.27,-0.556,-1.734,0.144,-0.052,0.05,-1.967,0.257,-1.835,-0.112
1,-1.436,-0.404,-2.363,0.108,-0.16,0.116,-1.967,-0.07,-1.835,-0.293
1,-0.305,-0.556,-0.901,0.144,-0.052,0.116,-1.967,0.257,-1.835,-0.112
1,1.521,0.992,-0.901,0.108,-0.16,0.116,-1.967,0.195,-2.685,-0.112
1,1.27,0.533,-1.734,0.108,0.335,0.116,-1.967,0.195,-1.835,-0.112
1,1.27,0.992,-0.901,0.108,-0.286,0.05,-1.967,0.195,-1.835,-0.192
1,1.602,-0.284,-1.734,0.149,0.411,0.116,-1.967,0.257,-1.835,-0.433
1,-0.972,0.009,-1.734,-0.403,-0.052,0.116,-1.967,0.195,-1.835,-0.293
1,-0.305,-0.404,-0.901,-0.403,-0.286,0.116,-1.967,0.257,-1.835,-0.433
0,-0.972,0.533,-0.901,0.108,0.411,0.116,-1.967,0.195,-1.835,-0.112
1,0.979,-0.556,-1.734,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.112
1,1.521,-0.13,-0.901,0.108,0.27,0.116,-1.967,0.195,-1.835,-0.112
1,1.27,-0.556,-0.901,0.106,-0.087,0.05,-1.967,0.257,-1.835,-0.112
1,0.979,1.172,-0.901,0.144,-0.16,0.116,-1.967,0.195,-1.835,-0.112
0,-1.436,-0.404,-0.901,-0.403,-0.087,0.116,-1.967,0.257,-2.685,-0.293
1,1.521,0.992,-0.901,0.149,0.411,0.116,-1.967,0.195,-1.835,-0.112
1,1.602,1.172,-0.901,-0.403,-0.286,0.116,-1.967,-0.07,-1.835,-0.112
1,1.602,0.533,-0.901,0.144,-0.286,0.116,-1.967,0.195,-1.835,-0.112
1,1.602,1.172,-0.901,0.106,-0.087,0.05,-1.967,0.257,-1.835,-0.192
1,1.521,-0.213,-0.901,0.108,0.335,0.116,-1.967,-0.07,-1.835,-0.293
1,0.239,-0.404,-0.901,0.108,-0.16,0.116,-1.967,0.257,-1.835,-0.112
1,1.602,0.992,-0.901,0.108,-0.45,0.116,-1.967,0.257,-1.835,-0.112
1,1.521,1.172,-0.901,0.144,0.411,0.116,-1.967,0.195,-1.835,-0.112
1,-0.972,-0.284,-1.734,0.144,-0.45,0.116,-1.967,0.257,-1.835,-0.433
1,1.521,1.172,-0.901,0.149,0.411,0.116,-1.967,0.257,-1.835,-0.112
1,1.27,0.992,-0.901,0.149,0.082,0.116,-1.967,0.257,-1.835,-0.192
1,0.976,0.533,-0.901,-0.403,0.082,0.116,-1.967,-0.07,-1.835,-0.112
1,-0.972,0.009,-0.901,0.108,-0.286,0.116,-1.967,0.257,-1.835,-0.112
1,1.602,-0.556,-0.901,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.112
1,0.976,0.992,-0.901,0.144,0.335,0.116,-1.967,-0.07,-1.835,-0.192
1,1.521,-0.13,-0.901,-0.403,-0.286,0.116,-1.967,0.195,-1.835,-0.433
1,0.976,-0.213,-0.901,0.108,0.27,0.116,-1.967,-0.07,-1.835,-0.112
1,1.602,-0.404,-0.901,0.144,-0.003,0.116,-1.967,0.195,-1.835,-0.112
1,0.239,0.992,-0.901,0.108,-0.286,0.116,-1.967,0.195,-1.835,-0.112
1,0.239,-0.556,-0.901,0.108,0.335,0.116,-1.967,0.195,-1.835,-0.112
1,0.709,-0.404,-0.901,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.112
1,0.239,-0.284,-0.901,-0.403,-0.286,0.05,-1.967,0.195,-1.835,-0.293
1,-0.305,-0.13,-0.901,-0.403,-0.16,0.116,-1.967,0.195,-1.835,-0.293
1,1.602,-0.556,-0.901,0.149,0.082,-0.13,-1.967,0.257,-1.835,-0.433
1,0.976,0.533,-0.901,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.112
1,-1.436,0.302,-0.901,0.106,-0.087,0.05,-1.967,0.257,-1.835,-0.112
1,1.602,1.172,-0.901,0.149,0.335,0.116,-1.967,0.257,-1.835,-0.112
1,0.239,-0.13,-0.901,0.108,-0.052,0.116,-1.967,0.257,-1.835,-0.112
1,-0.305,-0.284,-0.901,-0.403,-0.003,0.116,-1.967,0.195,-1.835,-0.433
1,-1.436,0.009,-0.901,0.106,-0.087,-0.385,-1.967,0.257,-1.835,-0.192
0,0.709,-0.556,-0.901,-0.403,-0.286,0.116,-1.967,-0.646,-1.835,-0.112
1,-1.436,-0.13,-0.901,0.149,-0.003,-0.13,-2.75,0.257,-1.835,-0.112
1,1.521,-0.284,-0.901,-0.403,-0.16,0.116,-1.967,0.195,-1.835,-0.112
1,-0.972,-0.284,-0.901,-0.403,-0.052,0.05,-1.967,0.257,-1.835,-0.433
0,-1.436,-0.556,-0.901,0.106,-0.087,-0.385,-1.967,0.257,-1.835,-0.112
1,1.521,0.009,-0.901,0.149,0.082,0.116,-1.967,0.195,-1.835,-0.731
1,0.239,-0.404,-0.901,-0.403,-0.16,0.116,-1.967,-0.07,-1.835,-0.293
1,1.27,-0.284,-1.734,-0.403,-0.052,0.116,-1.967,0.195,-1.835,-0.293
1,-0.305,0.302,-0.901,-0.403,0.411,0.116,-1.967,-0.646,-1.835,-0.112
1,1.521,0.009,-0.901,-0.403,-0.052,0.116,-1.967,0.257,-1.835,-0.112
1,0.976,0.533,-0.901,0.149,0.335,0.116,-1.967,0.257,-1.835,-0.112
1,0.709,-0.13,-0.901,0.106,-0.087,0.116,-1.967,-0.07,-1.835,-0.112
1,1.602,-0.213,-0.901,-0.403,0.082,0.116,-1.967,-0.646,-1.835,-0.112
1,1.602,-0.13,-0.901,0.108,0.411,0.116,-1.967,-0.646,-1.835,-0.293
1,0.709,-0.284,-0.901,0.144,0.335,0.116,-1.967,0.195,-1.835,-0.112
1,0.239,-0.556,-1.734,-0.403,-0.16,0.116,-1.967,0.195,-1.835,-0.192
1,-0.972,-0.404,-0.901,-0.403,-0.087,0.05,-1.967,0.257,-1.835,-0.112
1,0.239,0.992,-0.901,0.108,0.27,0.116,-2.75,-0.07,-1.835,-0.112
1,-0.972,-0.404,-0.901,0.144,0.27,0.116,-1.967,-0.07,-1.835,-0.433
1,0.709,-0.13,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.433
1,-0.972,0.009,-0.901,0.108,0.27,0.116,-1.967,0.257,-1.835,-0.112
1,1.27,-0.213,-0.901,0.106,0.27,0.116,-1.967,-0.646,-1.835,-0.112
1,0.976,0.009,-0.901,0.108,0.082,0.116,-1.967,-0.07,-1.835,-0.293
1,-0.305,0.533,-0.901,0.108,0.411,0.116,-1.967,-0.646,-1.835,-0.112
1,-1.436,0.992,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.112
1,-1.436,-0.556,-0.901,0.144,-0.286,-0.385,-1.967,0.257,-1.835,-0.112
1,1.521,0.302,-0.901,0.144,0.411,0.116,-1.967,0.195,-1.835,-0.112
0,-0.972,-0.13,-0.901,-0.403,0.411,0.116,-1.967,-0.07,-1.835,-0.433
1,0.976,1.172,-0.901,0.144,-0.16,0.116,-1.967,0.195,-1.835,-0.112
1,1.602,-0.13,-0.901,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.112
1,0.239,1.172,-0.901,0.144,-0.286,0.116,-1.967,-0.07,-1.835,-0.112
1,-0.972,-0.404,-0.901,0.108,-0.45,0.05,-1.967,0.257,-1.835,-0.192
1,0.979,0.533,-0.901,0.106,-0.087,0.116,-1.967,0.257,-1.835,-0.112
1,1.27,1.172,-0.901,0.149,-0.16,0.116,-1.967,0.257,-1.835,-0.192
1,1.27,0.533,-0.901,0.108,0.411,0.116,-1.967,-0.646,-1.835,-0.293
1,-1.436,-0.213,-1.734,0.149,-0.45,-0.385,-1.967,0.257,-1.835,-0.112
1,-1.436,0.302,-0.901,0.144,0.082,0.05,-1.967,-0.07,-1.835,-0.112
1,0.709,0.533,-0.901,-0.403,0.082,0.116,-1.967,-0.646,-1.835,-0.112
1,-0.972,1.172,-0.901,-0.403,0.27,0.116,-1.967,-0.07,-1.835,-0.112
1,-0.305,-0.213,-0.901,-0.403,0.082,0.116,-1.967,0.195,-1.835,-0.112
1,0.709,-0.404,-0.901,0.149,-0.003,0.05,-1.967,0.257,-1.835,-0.293
1,0.976,-0.556,-0.901,-0.403,-0.052,0.116,-1.967,0.257,-1.835,-0.112
0,-0.305,-0.213,-1.734,0.106,-0.087,-0.385,-1.967,0.257,-1.835,-0.112
1,1.521,0.533,-0.901,0.108,0.411,0.116,-1.967,-0.07,-1.835,-0.293
1,-1.436,0.992,-0.901,-0.403,-0.286,0.116,-1.967,0.195,-1.835,-0.112
1,-0.972,-0.556,-0.901,0.106,-0.087,-0.385,-1.967,0.257,-1.835,-0.293
1,-0.972,-0.404,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.433
1,0.976,0.302,-0.901,0.144,0.411,0.116,-1.967,-0.07,-1.835,-0.112
1,1.602,1.172,-0.901,0.149,-0.052,0.116,-1.967,0.257,-1.835,-0.112
1,1.602,0.533,-0.901,0.149,0.335,0.116,-1.967,0.195,-1.835,-0.112
1,-0.305,-0.556,-0.901,0.108,-0.003,0.116,-1.967,0.195,-1.835,-0.293
1,-0.305,-0.284,-0.901,0.108,0.335,0.116,-1.967,0.195,-1.835,-0.433
1,0.979,0.992,-0.901,0.106,0.27,0.116,-1.967,-0.07,-1.835,-0.112
1,0.239,0.992,-0.901,0.144,0.411,0.116,-1.967,0.195,-1.835,-0.112
1,0.976,0.533,-0.901,0.144,-0.286,0.116,-1.967,0.257,-1.835,-0.112
1,1.27,-0.213,-0.901,0.149,0.335,0.116,-1.967,0.195,-1.835,-0.293
1,0.709,-0.284,-0.901,0.108,0.27,0.116,-1.967,-0.07,-1.835,-0.293
1,0.709,1.172,-0.901,0.144,0.335,0.116,-1.967,0.195,-1.835,-0.112
1,0.709,1.172,-0.901,0.108,0.335,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.436,-0.556,-0.901,-0.403,-0.052,0.05,-1.967,0.195,-1.835,-0.192
1,-0.972,0.533,-0.901,0.106,0.27,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.436,0.992,-2.363,-0.403,-0.286,0.116,-1.967,0.195,-1.835,-0.192
1,1.27,0.302,-0.901,0.144,0.411,0.116,-1.967,-0.646,-1.835,-0.112
1,0.239,-0.213,-0.901,0.106,-0.45,0.116,-1.967,0.195,-1.835,-0.192
1,-1.436,-0.556,-0.901,0.106,-0.052,0.05,-1.967,0.195,-2.685,-0.112
1,1.27,0.302,-0.901,0.149,0.335,0.116,-1.967,0.257,-1.835,-0.192
1,1.602,0.533,-0.901,0.149,0.27,0.116,-1.967,0.257,-1.835,-0.112
1,1.602,0.992,-0.901,0.149,0.335,0.116,-1.967,0.257,-1.835,-0.192
1,0.976,-0.556,-0.901,0.106,-0.087,-0.385,-1.967,0.257,-1.835,-0.112
